ClienteID,Nombre,MontoOriginal
1035,Shaun Griffin,4927
1036,John Cooley DVM,4967
1037,Monica Skinner,10908
1038,Troy Ford,2458
1039,David Bender,19790
1040,Diane Ramirez,7618
1041,James Garcia,17376
1042,Dalton Lawrence,19504
1043,Zachary Dixon,24222
1044,Paul Farley,3107
1045,Benjamin James,7309
1046,Heather Morrison,23588
1047,Nicole Knapp,20988
1048,James Wood,18248
1049,Edward Green,13805
1050,Wayne Johnston,10008
1051,Jeffrey Jackson DDS,1925
1052,Mary Gonzales,18308
1053,Colleen Gomez,22181
1054,Shawn King,8172
1055,Kevin French,6659
1056,Jenna Jackson,9976
1057,Leslie Smith,20315
1058,Gregory Wright,14955
1059,Martha Horne,24843
1060,Evan Anderson,16768
1061,Pamela Patterson,3873
1062,Robert Perez,5493
1063,Cristian Gutierrez,8595
1064,Michael Austin,17430
1065,Douglas Campbell,19047
1066,Kimberly Diaz,1070
1067,Terri Dawson,2349
1068,Francisco Jenkins,7043
1069,Noah Jones,18761
1070,Steve Benton,12040
1071,Robin Vaughn,14581
1072,Carol Whitaker,4347
1073,Megan Morgan,7246
1074,Jacob Green,19373
1075,Victor Wood,1675
1076,Sarah Taylor,6489
1077,Brianna Mullen,9087
1078,Tristan Cain,4402
1079,Mario Harris,19400
1080,Christine Hernandez,3803
1081,Robert Schneider,15947
1082,Denise Espinoza,10636
1083,Joanne Chavez,7469
1084,Miranda Vazquez,4415
1085,Sharon Davis,10841
1086,Brandi Garcia,14347
1087,Kathleen Wood,13837
1088,Robert Warren,11670
1089,Charles Jones,24331
1090,Richard Wilson,10313
1091,Cody Peterson,10540
1092,Brian Turner,20986
1093,Alicia Martinez,17939
1094,Jenny Adams,19018
1095,Gregory Brown,23673
1096,Anthony Martin,21805
1097,Jennifer Williams,10095
1098,Carl Simpson,8576
1099,Travis Rogers,4185
1100,Justin Wall,3210
1101,Emily Banks,11852
1102,Ms. Roberta Weber,17343
1103,Donna Lane,18372
1104,Jacob Rice,7609
1105,Jennifer Lang,12366
1106,Sergio Tran,13577
1107,Joel Fuentes,17668
1108,Amy Smith,22644
1109,John Bowen,10463
1110,Calvin Johnson,15041
1111,Jeremy Navarro,22194
1112,Rachel Weaver,10744
1113,Douglas Carroll,17977
1114,Mark Arnold,6656
1115,Jessica Everett,9563
1116,Michele Jackson,22760
1117,Leah Anderson,20149
1118,Robert Lopez,7773
1119,Devin Castro,5399
1120,Roberto Torres,23859
1121,Rhonda Alvarado,9982
1122,Michael Schwartz,18485
1123,Kevin Zimmerman,15753
1124,Roberto Erickson,8365
1125,Alex Cannon,23445
1126,Juan Clark,3591
1127,Angelica Cruz,7062
1128,Rhonda Barr,1627
1129,Taylor Jones,16104
1130,Diane Rodriguez,17926
1131,Michele Miller,18322
1132,Jason Martin,11135
1133,Nicole Fitzpatrick,14936
1134,Nicole Jackson DDS,1650
1135,Lawrence Bradford,3000
1136,Laura Padilla DDS,14031
1137,Ryan Moreno,12734
1138,Dawn Brown MD,24838
1139,Lauren Kelly,7886
1140,Daniel Daniels,22126
1141,Steven Franco,1147
1142,Jennifer Newman,17131
1143,Robert Richardson,24600
1144,Brian Gillespie,3992
1145,Amanda Fitzpatrick,15635
1146,William Pena,16455
1147,Aaron Torres,17751
1148,Regina Kirby,21541
1149,Robert Roberts,8199
1150,Monica Smith,14106
1151,James Skinner,15045
1152,Craig Roberts,5275
1153,Victor Duke,3660
1154,Jeffrey Wallace,9598
1155,Monique Jones,5361
1156,Douglas Boyd,7100
1157,Kimberly Whitehead,2714
1158,Samantha Diaz,14226
1159,Russell Lambert,21716
1160,Christopher Williams,11751
1161,Robert Potts,15257
1162,Taylor Salinas,4494
1163,Christine Anthony,11846
1164,Victoria Goodwin,5792
1165,Steven Williams MD,6654
1166,Angela Scott,11236
1167,Zachary Donaldson,4604
1168,Brandon Martin,8117
1169,Jeffrey Ramirez,22039
1170,Charles Wallace,10708
1171,Shirley Dunn,19529
1172,William Cole,4434
1173,Theresa Rodgers,14090
1174,Marie Collins,2031
1175,Kendra Lewis,1213
1176,Jessica Smith,6399
1177,David Harvey,7957
1178,Laura Rich,13152
1179,Daniel Powers,2503
1180,Jeffrey Hill,22457
1181,John Kidd,12256
1182,Courtney Sloan,12057
1183,Michelle Meyer,14915
1184,Richard Morgan,18796
1185,Julie Garcia,18457
1186,James Johnson,16565
1187,William Johnson,8986
1188,Charles Whitehead,17918
1189,Luis Cox,9417
1190,Ariel Smith,11643
1191,Jacob Morris,21802
1192,Anthony Stevenson,15125
1193,John Burton,6977
1194,Lisa Hayes,9070
1195,Kimberly Brock,2401
1196,Erik Clark,11194
1197,Daniel Smith,18428
1198,Ricky Smith,12143
1199,Justin Odom,11895
1200,Emily Shepherd,13755
1201,Elizabeth Hunter,14932
1202,Ashley Dean,14404
1203,Krystal Reed,8413
1204,James Vance,6425
1205,Lisa Warren,3247
1206,Michele Greene,15522
1207,John Fernandez,4095
1208,Ricky Welch,8415
1209,Jasmine Potter,17941
1210,Michael Green,14069
1211,Todd Clark,21849
1212,Mary Meyer,3664
1213,Matthew Smith,2536
1214,Diana Ward,5695
1215,Paul Singleton,21027
1216,Jose Kelley,18089
1217,Terrance Stein,13688
1218,Deborah Wallace,10468
1219,Kendra Hill,1393
1220,Christopher Barker,14777
1221,Emily Orr,4295
1222,Roy Harrison,4356
1223,Daniel Allen,6066
1224,Tara Sparks,24513
1225,Jeffrey Davis,7438
1226,Anthony Perez,16971
1227,Dustin Torres,22387
1228,James Brewer,6546
1229,Bruce Gomez,10827
1230,Matthew Wilson,20279
1231,Isaiah Wagner,11114
1232,Stephen Garcia,14686
1233,Terry Garcia,8817
1234,Wanda Lee,15263
1235,Katherine Sanders,13528
1236,Ronald Park,2931
1237,Jennifer Stout,2303
1238,Timothy Garcia,15174
1239,Garrett Lewis,15885
1240,David Henderson,11789
1241,Joshua Calhoun,14446
1242,Taylor Roberts,19785
1243,Jessica Rich,20550
1244,Gregory Thomas,7240
1245,Devin Alvarado,11276
1246,Candace Kennedy,5309
1247,Tracey Melton,19437
1248,Thomas Smith,12613
1249,Thomas Todd,4202
1250,Matthew Carlson,7122
1251,Keith Cunningham,3497
1252,Christine Butler,24820
1253,Stacey Bowman,7108
1254,Mark Randolph,16172
1255,Brandon Ho,4916
1256,Jack Palmer,4089
1257,William Rodriguez,22596
1258,Frederick Edwards,3275
1259,Danielle Williams,16433
1260,Maria Hill,10060
1261,Rebecca Lee,9729
1262,Sharon Thornton DDS,8256
1263,Brittany George,24889
1264,Tanya Hill,1450
1265,Patricia Mejia,19637
1266,Gary Smith,3042
1267,Heather Davenport,19490
1268,Roy Fowler,3989
1269,Elizabeth Anderson,13130
1270,Anthony House,14331
1271,Mark Booth,4619
1272,Dwayne Santiago,4095
1273,Roger Day,3750
1274,Julie Ruiz,1065
1275,Cory Hickman,7587
1276,William Fuller,15937
1277,Jessica Odom MD,15738
1278,Denise Smith,8777
1279,Anna Butler,21559
1280,Amy Mitchell,22340
1281,Michael Miller,19090
1282,Chelsea Patterson,24055
1283,James Jennings,17215
1284,Matthew Morales,22065
1285,Andrea Chavez,12165
1286,Jamie Boyd,23608
1287,Spencer Weiss,24056
1288,Shannon Baker,15606
1289,Brian Jones,17158
1290,Michelle Johnson,17837
1291,Jonathan Simpson,10990
1292,Dawn Shannon,2795
1293,Gregory Moses,22338
1294,Alexis Welch,13324
1295,Jeffrey Simmons,15099
1296,Dale Stewart,21804
1297,Emily Horn,8067
1298,Ricardo Perez,10026
1299,Roger Clarke,18623
1300,Diana Johnson,2281
1301,Denise Torres,22890
1302,Christopher Howard,5704
1303,Monica Williams,13768
1304,Megan Marshall,15825
1305,Linda Fowler,11295
1306,Bill Drake,11251
1307,Lisa Smith,22468
1308,Jessica Roy,24333
1309,Holly Perez,10411
1310,Larry Thomas,14116
1311,Richard Simmons,11018
1312,Lisa Oconnor,11725
1313,Holly Page,2883
1314,Chase Holland,15872
1315,Cody Adams,24226
1316,Christine Trujillo,8373
1317,James Buchanan,22357
1318,Amanda Shannon,2509
1319,Michael Leon,9786
1320,Erica Hernandez,12077
1321,John Scott,21541
1322,Timothy Wagner,9934
1323,Connie Williams,3169
1324,Brett Mayo,18986
1325,Kyle Ramirez,3079
1326,Mitchell Hayes,13182
1327,Joseph Marshall,11248
1328,Elizabeth Alexander,7673
1329,Elizabeth Park,6574
1330,Brian Palmer,23495
1331,Mason Bradford,19456
1332,Alexis White,3369
1333,Donald Martinez,1931
1334,John Soto,22335
1335,Caitlin Gallegos,12155
1336,Alex Compton,5152
1337,Mrs. Shirley Williams MD,23883
1338,Lisa Kim DVM,20068
1339,Ann Stanley,18198
1340,Alejandra Foster,17831
1341,Jason Jordan,7833
1342,Dr. Steve Robertson,19363
1343,Tiffany Smith,18703
1344,Alicia Schmidt,9547
1345,Dennis Williamson,3218
1346,Melissa Marshall,9088
1347,Teresa Marsh,16400
1348,Paula Mack,8825
1349,Brandon Cruz,3555
1350,Brooke Moran,21056
1351,Matthew Brown,2230
1352,Francis Walters,15103
1353,Mark White,10918
1354,Jeremy Silva,23656
1355,Richard Powell,18829
1356,Thomas Hayes,15409
1357,Susan Hunter,8296
1358,Courtney Avila,9857
1359,Jessica Barnes,24119
1360,Stephanie Johnson,3178
1361,Mary Sullivan,6928
1362,Sean Watts,2505
1363,Sharon Salazar,22414
1364,Troy Hardy,6187
1365,Ryan Reeves,22450
1366,Selena Ortiz,18067
1367,David Barber,13363
1368,Dylan Johnson,7013
1369,Megan Rojas MD,10911
1370,Cameron Johnson,20060
1371,Sarah Rodriguez,15076
1372,Susan Little,23755
1373,Patricia Lopez,12258
1374,Melissa Price,21441
1375,Jennifer Perkins,22812
1376,Jamie Ramirez,3148
1377,Brian Carrillo,23274
1378,Evan Ferguson,9615
1379,Helen Alvarez,15964
1380,Stephanie Gilbert,18763
1381,Patricia Leon,4638
1382,Lynn Jacobson,1452
1383,Steven Short,7308
1384,Natalie Keller,16618
1385,Troy Wells,24890
1386,Allison Brown,1214
1387,Donna Chan,19983
1388,Luis Boyle,7879
1389,Fernando Rodriguez,19099
1390,Lindsey Shelton,10344
1391,Kari York,15637
1392,Samuel Adams,3093
1393,Sheila Velazquez,3124
1394,Mary Barnett,5284
1395,Brenda Rosales,24590
1396,Brandon Moore,5468
1397,Sierra Williams,16075
1398,Samantha Jackson,9870
1399,Jodi Ballard,17286
1400,Donald Wagner,5706
1401,Daniel Hamilton,18780
1402,Frederick Arias,18144
1403,Dr. Angela Richardson,17450
1404,Anna Watson,23224
1405,Ricky Chambers,11695
1406,Jessica Thompson,22204
1407,John Simpson,6400
1408,Elizabeth Best,15744
1409,Eric Guerrero,4110
1410,Emily Taylor,21244
1411,Matthew Davis,3177
1412,Robert Perez,16372
1413,Kevin Collins,22281
1414,Dustin Diaz,4052
1415,David Mcclure,24254
1416,Christopher Baker,11805
1417,Heather Cline,3884
1418,Joseph Sanders,5260
1419,Erin Carr,12922
1420,Virginia Bell,4911
1421,Margaret Perry,15869
1422,Jacob Murphy,10592
1423,Melissa Soto,11091
1424,Renee Sanders,16210
1425,Melissa Villarreal,2435
1426,Philip Johnson,3459
1427,Joseph Bradley,20351
1428,Sara Page,20643
1429,Evan Allen,15711
1430,Carlos Graham,17992
1431,Ronald Burke,12551
1432,Dana Jefferson,17863
1433,Richard Smith,4356
1434,Mrs. Brandy Cruz,8888
1435,Ashley Johnson,10271
1436,Krista Gilbert,23388
1437,Jennifer Martin,11496
1438,Mr. Antonio Smith Jr.,11463
1439,Joyce Reynolds,21740
1440,Daniel Bailey PhD,22527
1441,Megan Howard,1300
1442,Wayne Thomas,20516
1443,Timothy Smith,16950
1444,Miss Donna Anthony,22988
1445,Alex Davenport,13227
1446,Christian Smith,12326
1447,Rodney Lee,17372
1448,James Hill,8864
1449,Luke Tucker,18359
1450,Joel Baker,6960
1451,Marisa Price,11464
1452,Lori Edwards,17041
1453,Michael Walker,18033
1454,Bryce Oliver,19259
1455,Brandon Brown,19563
1456,Thomas Black,5927
1457,Debra Davis,12208
1458,Paige Gibson,10970
1459,Kevin Perkins,17189
1460,Heather Quinn,6982
1461,Rachel Evans,9952
1462,Monica Le,15242
1463,Dillon Miller,8071
1464,George Jimenez,16215
1465,Vanessa Walker,3963
1466,Nicole Olson,23762
1467,Andrea Nelson,11536
1468,Olivia Lewis,11319
1469,Angela Barker,19978
1470,Veronica Holden,5578
1471,Jesse Burke,4170
1472,Rodney Pierce,19342
1473,Vincent Wade,16314
1474,Matthew Nelson,3739
1475,Michelle Ramirez,18697
1476,Daryl Mckay,10790
1477,Michael Bowman,7649
1478,Chad Kelley,10476
1479,Melissa Hernandez,7890
1480,Austin Alexander,14089
1481,Melinda Erickson,2150
1482,Ann Taylor,10686
1483,Donald Hansen,2916
1484,Amy Andrews,11030
1485,John Scott,24216
1486,Jordan Brady PhD,7787
1487,Michael Smith,8464
1488,Jessica Jordan,14316
1489,Karen Tanner,22314
1490,Corey Ashley,2557
1491,Martin Fowler,7016
1492,Christopher Cohen,13653
1493,Cynthia Lang,9004
1494,Monique Williamson,18567
1495,Anne Gilbert,19425
1496,Makayla Davis,11775
1497,Kayla Mcmahon,10215
1498,Ashley Mitchell,23322
1499,Matthew Smith,3495
1500,Matthew Fox,10580
1501,Patricia Lam,18229
1502,Steven Church,24018
1503,Rachel Mills,14833
1504,Sean Hunt,4420
1505,Jesus Woodard,13220
1506,Scott Rodriguez,6514
1507,Maria Castro,15537
1508,David Hernandez,22742
1509,April Ryan,16323
1510,John Daugherty,12592
1511,Mary Rivas,13232
1512,Michael Love,6888
1513,Michael Arias,6792
1514,Mary Perez,3261
1515,Bob Thomas,13508
1516,Julia Perez,5009
1517,Joseph Robinson,4979
1518,Melissa Watkins,5139
1519,Jessica Nichols,13421
1520,Wendy Wolfe,10476
1521,Jeremiah Simmons,24204
1522,Jennifer Sweeney,14961
1523,Sarah Tran,20949
1524,Roy Nelson,22810
1525,Jeanette Santiago,18043
1526,Kevin Davis,17487
1527,Jeffrey Pena,8319
1528,Adrienne Taylor,7141
1529,Brian Ruiz,17694
1530,Timothy Schroeder DDS,10750
1531,Dustin Jordan,24995
1532,Dr. Heather Lopez MD,7308
1533,Anthony Flores,10990
1534,Nathan Murray,16123
1535,Valerie Jones,9549
1536,Karen Brooks,23984
1537,Corey Church,20373
1538,Amanda Terry,3019
1539,Rebecca Miller,19586
1540,Kelly Stanley,3298
1541,Andrea Jackson,19492
1542,Alan Brooks,24300
1543,David Chandler,17863
1544,Emily Brown,2950
1545,Theresa Bradley,14554
1546,Donna Morales,18079
1547,Toni Hartman,19538
1548,Sandra Carr,14052
1549,Anthony Avila,8514
1550,Chris Garcia,22041
1551,Susan Burke,13110
1552,Laura Gonzales,16021
1553,Eduardo Walton,7072
1554,Brian Alvarez,9035
1555,William Thomas,18533
1556,Melissa Rosales,24996
1557,Frederick Cook,22753
1558,Anthony Stewart,10753
1559,Tony Fisher,17251
1560,Michael Wright,13905
1561,Jennifer Wilson,13411
1562,Frederick Miller,20356
1563,Alexis Martin,3775
1564,Alec Bush,17875
1565,Jennifer Scott,19725
1566,Luke Scott,7445
1567,Christopher Webster,23725
1568,Kayla Chavez,16600
1569,Christopher Alvarado,5807
1570,Jasmine Gallegos,5984
1571,Crystal Nicholson,9807
1572,Laura Savage,11423
1573,Joshua James,23600
1574,Phillip Cameron,3932
1575,Chad Chaney,21941
1576,Stephanie Meyer,24420
1577,Jordan Green,16069
1578,Anna Melton,8008
1579,Lisa Pruitt,23284
1580,Rachel Munoz,9441
1581,Joshua Roberts,18283
1582,Aaron Clark,14252
1583,Dylan Cummings,22829
1584,Rose Garza,7569
1585,Andrea Richardson,12436
1586,Karen Rogers,10334
1587,Johnathan Chapman,24179
1588,Alan Meyer,6892
1589,Sean Jones,21702
1590,Christian Collins,15901
1591,Nicole Burns,6665
1592,Joshua Snyder,19421
1593,Amanda Hill,22048
1594,Seth Collier,18995
1595,Jerome Beck,16106
1596,Glen Murphy,15705
1597,Jesse Dominguez,14308
1598,Ross Horton,8937
1599,Laura Silva,2164
1600,Melissa Novak,22046
1601,William Moss,12469
1602,Justin Davis,12252
1603,Tracey Sloan,8655
1604,Andrea Buck,21993
1605,Seth Miller,18169
1606,Melanie Wright,19553
1607,Sherry Armstrong MD,3882
1608,Melissa Lewis,23058
1609,Charles Hamilton,21939
1610,Cheryl Marshall,20306
1611,Vanessa Wells,15656
1612,Stephanie Wagner,6330
1613,Austin Hanna,1630
1614,Dr. Brandy Phillips MD,4372
1615,William Watts,6596
1616,Stefanie Robinson,21305
1617,Taylor Lambert,6522
1618,Michelle Miles,5752
1619,Manuel Matthews,5090
1620,Johnathan Robbins,21384
1621,Victor Watson,20433
1622,Nancy Graham,3953
1623,Benjamin Brown,6452
1624,Sara Simmons,4579
1625,Nicole Lewis,19977
1626,Matthew Mata,12780
1627,Andrea Leonard,4644
1628,Theodore Foster,5401
1629,Kyle Nguyen,18023
1630,Joel Madden,16105
1631,Amy Nunez,10337
1632,Angela Johnston,1306
1633,John Robertson,5636
1634,Jacob Kirk,23825
1635,Lisa Nguyen,11525
1636,Robert French,7820
1637,Johnny Castaneda,24213
1638,Jessica Rivera,5333
1639,Robert Anthony,3598
1640,Elizabeth Diaz,4271
1641,Richard Pope,23705
1642,Joshua Carroll,15717
1643,Timothy Mccarthy,23154
1644,Eric Smith,18937
1645,John Hart,14341
1646,Katherine Miller,5462
1647,Jasmine Davis,4082
1648,Kristin Garcia,12623
1649,Karen Hart,10471
1650,Corey Smith,21239
1651,Shelly Smith,21198
1652,Evan Jackson,23546
1653,Kristen Morse,9691
1654,Melissa Hood,24774
1655,Raymond Robinson,4788
1656,Nicholas Ross,14388
1657,Tonya Bailey,6732
1658,Mr. Jacob Gutierrez,15087
1659,Brett Graham,17761
1660,Hannah Matthews,2111
1661,Jeffery Riley,9140
1662,Kristin Shields,2923
1663,Jessica Acevedo,20736
1664,Paul Bailey,13428
1665,Ashlee Yang,7772
1666,Patricia Hill,18370
1667,Jessica Carter,10867
1668,Jim Nelson,14587
1669,Melissa Taylor,6978
1670,Mary Hopkins,18100
1671,Jonathan Scott,20962
1672,Alexis Baldwin,2446
1673,Mark Stone,21333
1674,Joseph Wood,7066
1675,Paige Bell,15215
1676,Nicholas Knight,12966
1677,Brian Lee,21316
1678,Anna Olson MD,8551
1679,Danielle Jones,21134
1680,Jennifer Peck,19489
1681,Joshua Frye,1970
1682,Becky Anderson,22702
1683,Amanda Anderson,5848
1684,Gary Martinez,1713
1685,Wyatt Perez,19081
1686,Morgan Jackson,21542
1687,Roy Vaughn,21835
1688,Mr. Jon Barry,7373
1689,Katie Lopez,14932
1690,Nathaniel Guzman,24307
1691,Christine Brown,3943
1692,Mark Kaiser,5593
1693,Dana Kennedy,11010
1694,Dustin Wolf,23919
1695,Steven Miller,17853
1696,Paul Peterson,19859
1697,Corey Fuentes,18405
1698,Christine Tran,2140
1699,Mary Liu,23282
1700,Teresa Brown,3079
1701,Bill Peterson,8315
1702,Elizabeth Hatfield,5707
1703,Hector Lester,12606
1704,Scott Perez,20402
1705,Joshua Thomas,16180
1706,Noah Rogers,12702
1707,Sandra Allen,16434
1708,Christine Klein,17054
1709,Jose Walker,19028
1710,Kevin Mccullough,23053
1711,Bonnie Smith,19261
1712,Kristen Nguyen,19820
1713,Andrea Lucero,14431
1714,Evan Rhodes,1978
1715,Tanya Morgan,5099
1716,Christian White,16044
1717,Marc Mccarthy,5643
1718,Aaron Hernandez,12393
1719,Debbie Meyers,14470
1720,Traci Dickerson,16620
1721,Thomas Campbell,7215
1722,Heather Smith,19043
1723,Kathleen Luna,9486
1724,William Stewart,17750
1725,Sheryl Davis,16842
1726,Robin Willis,16902
1727,Taylor Rivas,12118
1728,Keith Wilson,18121
1729,Jennifer Pearson,10074
1730,Michelle Holmes,11598
1731,Andrew Lopez,9470
1732,John Beck,8921
1733,Darryl Martinez,1123
1734,Alexander Smith,4919
1735,Kelly Carter,10328
1736,Amy Little,16232
1737,William Adams,4564
1738,Robert Smith,18930
1739,Lauren May,19385
1740,Theresa Miller,7518
1741,Cassandra Marshall,5622
1742,Tammy Edwards,10018
1743,Andrew Hickman,6012
1744,Beth Baker,18757
1745,Melanie Johnston,10193
1746,Colin Chavez,11793
1747,John Estes,19658
1748,Robert Leach,11695
1749,Cody Hammond,15749
1750,Eric Mercado,24465
1751,Ashley Duncan,9714
1752,Heather Lopez,5154
1753,Kelly Rodriguez,23911
1754,Stephanie Neal,3895
1755,Dylan Herrera,19527
1756,Devon Cooper,10792
1757,Nicholas Williams,4553
1758,Gabriel Turner,19583
1759,Tiffany Wood,10542
1760,Jonathan Sutton,15916
1761,John Young,23907
1762,Stephanie Gutierrez,6914
1763,Patrick Olson,14968
1764,Darrell Norman,9373
1765,Adam Bartlett,7790
1766,Ashley Cochran,19027
1767,Christopher Wood,18456
1768,Christopher Miranda,13712
1769,Kevin Mcdonald,21671
1770,Steven Martinez,15346
1771,Anthony Rodriguez,13566
1772,Jason Cooper,22541
1773,Brian Cook,20322
1774,Michael Brewer,17827
1775,Chad Jackson,4749
1776,Jacqueline Gibson,19814
1777,Scott Young,2541
1778,Joseph Holmes,16259
1779,Peter Mills,15799
1780,Brandon Lucas,12362
1781,Edward Johnson,6514
1782,Lauren Olsen,24761
1783,Christina Mcneil,14492
1784,Theresa Edwards,1008
1785,Beth Sanchez,8311
1786,Katherine Smith,9650
1787,David Jackson,16206
1788,Bonnie Owens,18505
1789,Shannon Mora,6363
1790,Austin Davis,20140
1791,Linda Terry,12155
1792,Amy Dunn,9062
1793,Gregory Chan,5450
1794,Travis Ortega,9156
1795,Jerome Knox,14372
1796,Edward Stone,12674
1797,Elaine Chavez,5010
1798,Brad Brewer,22480
1799,Tamara Patterson,3062
1800,Taylor Phelps,15469
1801,Michael Riggs,3220
1802,Richard Brooks,8455
1803,Bradley Holmes,16291
1804,Kevin Bailey,18749
1805,Matthew Barrett,12362
1806,Douglas Chandler,5720
1807,Peter Davis,20653
1808,Carly Wells,15683
1809,Michael Brown,6254
1810,Thomas Campbell,8499
1811,Jennifer Blackburn,18930
1812,Brianna Santiago,5907
1813,Michele Williams,8831
1814,Dawn Stuart,7203
1815,Patricia Hoover,6675
1816,Steven Allen,21232
1817,Michael Hudson,6207
1818,Nichole Garcia,11257
1819,Michael Sparks,24744
1820,Casey Elliott,16963
1821,Samantha Kane,23182
1822,Kendra Green,15416
1823,Sean Campbell,1284
1824,Matthew Boyd,9811
1825,Austin Martinez,4147
1826,Micheal Benitez,6997
1827,David Jones,23176
1828,Timothy Dean,24730
1829,Victoria Smith,10376
1830,Valerie Hines,10625
1831,Michele Johnson,4034
1832,Jeremiah Watson,19086
1833,Christopher Arias,8130
1834,Katherine Nash,5180
1835,Ronnie Campbell,23098
1836,Sarah Bell,23408
1837,Sally Hartman,1919
1838,Michael Huynh,18609
1839,Timothy Anderson,15642
1840,Terry Hill,4352
1841,Denise Tucker,14904
1842,Rebecca Taylor,1557
1843,Tanya Edwards,19269
1844,Matthew Wood,17227
1845,Robert Jones,11973
1846,Sarah Hall,3490
1847,April Weaver,21360
1848,Lisa Green,4791
1849,Travis Ryan,6673
1850,Zachary Reed,1816
1851,Richard Park,3491
1852,Melvin Kennedy,18601
1853,Shannon Leon,9452
1854,Dakota Jackson,6102
1855,Scott Galloway,21788
1856,Gina Walters,5908
1857,Katherine Bell,9101
1858,Carol Jackson,12677
1859,Renee James,2333
1860,Mark Wright,6414
1861,Julie Buchanan,16726
1862,Christopher Steele,3033
1863,Richard Carter,21936
1864,Christine Bishop,5741
1865,Nicholas Santos,24009
1866,Tammy Sweeney,19153
1867,Katherine Carr,13102
1868,Eric Hall,16516
1869,Jacob Norman,7986
1870,Rebecca Morgan,18881
1871,Joann Harrison,3204
1872,Dana Barron,10833
1873,Michelle Moore,23767
1874,Jeremy Manning DVM,3112
1875,Janet Wells,15941
1876,Joshua Klein,11147
1877,Howard Hill,8243
1878,Mrs. Erica Wilson DDS,24765
1879,Steven Griffin,15754
1880,Joel Aguilar,22146
1881,Maria Gonzales,24183
1882,Jessica Johnston,7594
1883,Alexander Williams,4787
1884,Stacey Bishop,24603
1885,Ashley Oliver,4246
1886,Jacqueline Black,21098
1887,Lisa Brown,20887
1888,Alexandra Grimes,24318
1889,Sarah Dawson,2123
1890,Lori Armstrong,12552
1891,Benjamin Myers,17565
1892,Joshua Rojas,20774
1893,Gloria Johns,17325
1894,Sherry Mitchell,17197
1895,Kathleen Mack,6112
1896,Christopher Pearson,3139
1897,Cassandra Davis,2962
1898,Gabriel Santiago,24617
1899,Andrew Manning,22020
1900,Taylor Hart,4422
1901,Danielle Pitts,5044
1902,William Holloway,2875
1903,Marcus Robinson,11985
1904,Daniel Lucas,7740
1905,Michael Green,14539
1906,Julie Kennedy,21908
1907,Linda Soto,9018
1908,Katherine Shaw,13530
1909,Seth Gonzales,16272
1910,Kimberly Franco,2768
1911,Travis Nelson,8154
1912,Melanie Lloyd,2530
1913,Thomas Robinson,6835
1914,Teresa Mendoza,18782
1915,Christopher Oconnor,14724
1916,Jenna Rodriguez,12076
1917,Jennifer Randall,8391
1918,Emily Roach,4283
1919,Melissa Wilson,13263
1920,Nicole Kelley,23356
1921,Rachel Lopez,21150
1922,Nina Levy,6221
1923,Mario Taylor,18048
1924,Sarah Cole,12697
1925,James Wong,9881
1926,Andres Marsh,12790
1927,Luke Cunningham,5797
1928,Carly Vargas,1223
1929,Melissa Greer,18817
1930,John Young,19327
1931,Jon Reeves,6545
1932,Jasmin Lara,8102
1933,Matthew Jackson,23606
1934,Stephanie Garcia,5257
1935,Christine Fisher,10371
1936,Daniel Krause,7563
1937,Alyssa Alvarez,4179
1938,Jacqueline Ramsey,12945
1939,Luke Lopez,9440
1940,Patrick Garner,4179
1941,Lee Chavez,24927
1942,Mrs. Maureen Thompson DVM,24287
1943,Lisa Lewis,10286
1944,Elizabeth Aguilar,15420
1945,Krista Ferguson,2627
1946,Carlos Mendoza,16920
1947,Hannah Johnson,23882
1948,Russell Armstrong,3128
1949,Michael Lewis,11377
1950,James Diaz,18481
1951,Craig Johnson,1774
1952,Dominic Miller,18828
1953,David Watts,7858
1954,Stephanie Fisher,19196
1955,Michele Zuniga,24720
1956,Ernest Hernandez,9390
1957,Tonya Ruiz MD,21932
1958,Bradley Lopez,12853
1959,Jacob Evans,7604
1960,Lisa Arroyo,5384
1961,Megan Anderson,18788
1962,James Miller,5330
1963,Emma Munoz,8520
1964,Amy Thomas,5020
1965,Mrs. Christina Larson MD,12950
1966,Alexander Ramirez,11178
1967,Bryan Wilson,17118
1968,Colin Dunn,16348
1969,Terri Duran,5841
1970,Marcus Hicks,12149
1971,Tara Fleming,13414
1972,Lisa Mcconnell,1534
1973,Wanda Sanchez,2777
1974,Deborah James,12272
1975,Frank Owens,7188
1976,Patrick Barrett,6954
1977,Derek Carter,9660
1978,Jon Willis,4678
1979,Nicholas Austin,23752
1980,Cathy Brewer,13801
1981,Brent Rivas,24911
1982,Justin Byrd,1240
1983,Jason Lynch,22460
1984,Crystal Jordan,12327
1985,Brittany Davis,8439
1986,Joseph Doyle,20107
1987,David Sullivan,6151
1988,Mary Ashley,7404
1989,Albert Frey,11747
1990,Michael Simmons,15347
1991,Phillip Jones,12789
1992,Mrs. Carla Sullivan MD,10961
1993,Patrick Valdez,10475
1994,Terri Garcia MD,15452
1995,Elizabeth Hernandez DVM,19304
1996,Leslie Pruitt,12359
1997,Roger Vincent,23910
1998,Carl Wilson,1273
1999,Jeffrey Haas,21998
2000,Brendan Bailey,14489
2001,Lindsey Rodriguez,22924
2002,Sarah Grant,5280
2003,Ashley Perkins,4447
2004,Jerry Serrano,10289
2005,Peter Wilson,5376
