ClienteID,NombreCliente,EdadEstimada,Monto,EtapaCredito,DiasAtraso
2663,Candace Norris,18-25,1595,61_90D,31
2671,Michael Glover,18-25,19747,31_60D,68
2679,Karen Pierce,18-25,11745,61_90D,36
2695,Cynthia Martinez,18-25,13479,1_30D,79
2704,Michael Oneal,26-35,4602,61_90D,91
2705,Jennifer Olson,36-45,1381,31_60D,61
2715,Tiffany Hill,26-35,4366,31_60D,92
2732,Jason Davis,56+,10477,31_60D,66
2738,Candice Jones,26-35,5456,61_90D,74
2740,Mike Ballard,36-45,19513,31_60D,65
2742,Lauren Rodriguez,46-55,8397,31_60D,81
2745,Keith Harris,26-35,17033,31_60D,94
2759,Carla Ramirez,26-35,17685,31_60D,62
2761,Sherry Walsh,46-55,17278,31_60D,83
2763,Jenna Vasquez,18-25,6966,0SANA,88
2768,Lisa York,36-45,12342,31_60D,94
2770,Tiffany Harrington,18-25,1492,61_90D,56
2778,David Palmer,18-25,13990,31_60D,73
2784,Jennifer Wallace,46-55,3962,61_90D,63
2788,Steven Sanchez,46-55,5026,31_60D,71
2789,Jennifer Collins,26-35,15526,31_60D,86
2794,Alejandra Tran,18-25,5963,61_90D,15
2803,James Avery,18-25,1532,31_60D,22
2807,Michelle Gibbs,18-25,1913,31_60D,24
2808,Gregory Waters,18-25,18331,1_30D,98
2811,William Carroll,46-55,640,61_90D,68
2823,Nicole Sanchez,18-25,11498,0SANA,73
2826,Jessica Long,18-25,15803,0SANA,62
2840,Michael White,18-25,10616,61_90D,75
2849,Kathryn Gentry,18-25,11532,31_60D,57
2857,Hannah Chapman,18-25,9204,61_90D,32
2864,Tiffany Nash,36-45,11077,61_90D,64
2866,Robert Walker,56+,2005,31_60D,75
2871,Rhonda Edwards,18-25,6236,1_30D,73
2879,Johnathan Cruz,56+,8778,61_90D,84
2880,Christopher Hunt,36-45,11862,31_60D,99
2885,Savannah Castro,18-25,640,0SANA,72
2887,Wayne Torres,18-25,9262,1_30D,74
2889,Joseph Robles,26-35,15766,31_60D,65
2896,Gary Thompson,56+,5471,31_60D,97
2901,Sarah Fisher,18-25,10685,1_30D,84
2903,Jason Rodriguez,46-55,5992,61_90D,70
2904,Crystal Trujillo,18-25,1815,61_90D,72
2905,Charlotte Garner,18-25,14003,0SANA,69
2915,Madeline Young,36-45,10204,61_90D,62
2918,Robert Montgomery DDS,46-55,12567,31_60D,65
2937,Candice Simon,18-25,8039,31_60D,61
2938,Courtney Guzman,18-25,3048,61_90D,66
2939,Melinda Torres,26-35,958,31_60D,92
2947,Wendy Howell,18-25,11322,0SANA,87
2951,Austin Brown,36-45,14331,61_90D,71
2952,Norman Shannon,18-25,3505,31_60D,39
2954,Richard Reed,18-25,12569,1_30D,96
2962,Suzanne Barber,18-25,5492,31_60D,36
2963,Tiffany Joyce,18-25,18748,0SANA,62
2978,Caleb Woods,26-35,9702,31_60D,81
2983,Vanessa Dawson,46-55,13590,61_90D,72
2994,Christopher Bernard,18-25,13537,0SANA,72
2996,Shannon Smith,18-25,7093,1_30D,90
3000,Donald Wright,18-25,15110,31_60D,35
3015,Kenneth Campos,26-35,9175,31_60D,91
3017,Christina Kelley,36-45,12875,31_60D,82
3019,Matthew Taylor,46-55,16644,61_90D,63
3025,Devin Collins,18-25,7734,31_60D,51
3036,Amy Nelson,18-25,17186,0SANA,69
3040,Nicholas Carter,56+,3120,61_90D,80
3041,Scott Munoz,56+,13268,31_60D,70
3042,Steven Collins,26-35,4295,31_60D,94
3048,Aaron Cook,18-25,15945,31_60D,71
3051,Scott Weaver,56+,12779,61_90D,99
3053,Juan Juarez,18-25,5301,0SANA,67
3056,Laura Bailey,56+,13785,31_60D,66
3057,Cameron Norris,46-55,1167,31_60D,79
3061,Marie Harris,18-25,4320,0SANA,81
3063,Linda Thompson,18-25,17700,31_60D,32
3076,Veronica Martin,18-25,18748,31_60D,15
3078,Christopher Pierce,56+,560,61_90D,98
3082,Ms. Katherine Adams,36-45,12781,31_60D,99
3089,Allen Morales,56+,6470,61_90D,79
3090,Renee Haynes,18-25,16069,31_60D,-2
3093,Christopher Jackson,18-25,13210,31_60D,27
3111,John Martinez,18-25,17575,31_60D,76
3118,Benjamin Lewis,26-35,3525,31_60D,77
3133,Kendra Dawson,36-45,1890,61_90D,61
3148,Kim Carter,18-25,12733,61_90D,47
3151,Kaitlin Snow,36-45,12628,31_60D,73
3156,Stefanie Martinez,36-45,7807,31_60D,91
3158,Sharon Johnson,18-25,8442,0SANA,70
3162,Benjamin Stevenson,26-35,12498,31_60D,97
3175,Lisa Wright,18-25,9603,31_60D,10
3178,Jon Mejia,26-35,1647,31_60D,72
3181,Jason Riggs,18-25,19571,0SANA,78
3184,John Dean,56+,12051,61_90D,91
3192,Margaret Henry,36-45,8941,31_60D,77
3202,Sean Jones,36-45,14892,31_60D,81
3204,Elizabeth Dalton,18-25,7565,61_90D,58
3208,Kelly Parker,18-25,19846,31_60D,95
3212,Darryl Russell,18-25,17914,0SANA,94
3214,Melissa Pacheco,26-35,3652,31_60D,83
3216,Kelly Robinson,18-25,2451,61_90D,38
3219,Sydney Barton,56+,7397,61_90D,61
3224,Daniel Simon,46-55,8987,61_90D,62
3227,Terri Kelly,18-25,9888,1_30D,83
3231,Shawn Holmes,36-45,12599,61_90D,89
3233,Jacob Rodriguez,18-25,16378,61_90D,2
3237,Jessica Richardson,46-55,4193,31_60D,75
3242,Michael Collins,46-55,849,31_60D,74
3244,Robin Bradshaw,56+,7627,61_90D,63
3247,Cristina Price,18-25,14816,31_60D,93
3254,Mary Richardson,56+,9335,31_60D,97
3257,Lauren Cruz,46-55,5534,31_60D,94
3264,Michael Perez,18-25,2886,31_60D,90
3274,Eric Parks,18-25,4724,31_60D,36
3278,Hannah Hayden,18-25,16855,31_60D,28
3279,Donald Jordan,36-45,17830,31_60D,78
3281,Alexandria Smith DDS,46-55,4337,31_60D,83
3283,Mr. Eric Jackson,18-25,6305,31_60D,66
3288,Elizabeth Cummings,36-45,17745,31_60D,66
3291,Sheila Shelton,18-25,4659,61_90D,37
3295,Jason Rush,26-35,17494,31_60D,62
3297,Rachel Peterson,18-25,4988,31_60D,81
3302,Troy Horne,56+,4833,61_90D,67
3310,Anna Bush,18-25,6786,61_90D,78
3312,Christy White,18-25,13375,31_60D,37
3318,William Meadows,18-25,14831,0SANA,70
3319,Jordan Vazquez,26-35,18338,31_60D,70
3326,Daniel Villegas,18-25,8342,31_60D,27
3341,Debbie Zamora,56+,4241,31_60D,89
3345,Jason Spence,46-55,11523,31_60D,74
3347,Rhonda Werner,18-25,14529,61_90D,8
3351,James Jenkins,18-25,4767,61_90D,90
3355,Keith Summers,18-25,13919,31_60D,39
3357,Caitlin Smith,36-45,8209,61_90D,86
3359,Katherine Snyder,26-35,4227,61_90D,74
3360,Tiffany Smith,18-25,15976,31_60D,67
3363,Jacob Vaughn,18-25,10476,61_90D,11
3368,Mark Sherman,26-35,17283,31_60D,68
3376,Curtis Ho,46-55,2675,31_60D,91
3406,John Cantu,18-25,19416,0SANA,98
3407,Jessica Lewis,18-25,17980,61_90D,51
3412,Julie Bowers,56+,11858,31_60D,78
3413,Jennifer Frazier,18-25,9105,0SANA,91
3417,Joshua Mora,18-25,3120,31_60D,49
3420,Leon Hanson,36-45,5269,31_60D,90
3424,Brent Bates,36-45,12486,61_90D,85
3429,Pamela Mayo,18-25,505,31_60D,93
3431,Aaron Thornton,18-25,12728,1_30D,64
3432,Richard Williams,46-55,14771,31_60D,92
3435,Matthew Rush,18-25,11875,31_60D,76
3439,Joseph Williamson,18-25,17417,1_30D,81
3441,Jodi Carter,18-25,9953,1_30D,90
3442,Charles Ruiz,18-25,17743,0SANA,84
3447,Melissa Ward,18-25,11574,31_60D,17
3454,Holly Erickson,18-25,15996,31_60D,30
3455,Matthew Wood,36-45,15141,31_60D,75
3461,Austin Branch,18-25,3583,61_90D,98
3467,Karen Tucker,18-25,13618,31_60D,41
3468,Virginia Terrell,18-25,6637,0SANA,74
3470,Jeffrey Munoz,36-45,16593,61_90D,74
3476,James Jenkins Jr.,46-55,873,61_90D,92
3478,Gloria Johns,18-25,9755,31_60D,34
3481,Paula Martinez,36-45,4471,31_60D,75
3484,Mr. Christopher Lopez,18-25,13249,0SANA,67
3485,Traci Clayton,46-55,1513,61_90D,89
3486,Melinda Graves,18-25,8350,61_90D,21
3490,Justin Gomez MD,46-55,12322,31_60D,88
3493,Michelle West,18-25,11368,31_60D,49
3497,James Gonzalez,18-25,11603,61_90D,12
3502,Terrence Hamilton,18-25,11142,31_60D,7
3503,Charles Young,18-25,18759,61_90D,42
3510,Ernest Ortiz,36-45,11215,61_90D,85
3513,Alexander Roberts,18-25,15710,0SANA,77
3514,Cathy Hughes,18-25,16739,0SANA,98
3515,Adam Knapp,26-35,12475,61_90D,74
3524,Dale Valenzuela,36-45,5624,31_60D,87
3527,Angela Wilson,18-25,16138,1_30D,94
3533,Abigail Stuart,18-25,18492,31_60D,3
3539,Leah Ortiz,36-45,17259,31_60D,91
3540,Alicia Wolfe,36-45,14185,31_60D,69
3543,Timothy Jackson,18-25,1598,0SANA,67
3550,Justin Martinez,18-25,15855,31_60D,40
3551,James Pope Jr.,36-45,5092,31_60D,99
3561,Mr. Timothy Waller MD,46-55,4214,31_60D,92
3562,Sylvia Erickson,18-25,2628,31_60D,20
3569,Carly Olson,26-35,2229,31_60D,88
3570,Jennifer Miller,56+,8001,31_60D,70
3571,Courtney Greene,18-25,9781,61_90D,27
3575,Amy Schultz,18-25,7619,61_90D,90
3594,Victoria Gross,18-25,5871,31_60D,94
3603,Darryl Larsen,18-25,560,31_60D,3
3609,Sarah Green,36-45,13407,31_60D,70
3612,Pamela Reed,36-45,13465,61_90D,83
3624,Jennifer Freeman,18-25,14648,1_30D,75
3630,William Frost,18-25,17134,61_90D,42
3647,Jeffery Vargas,18-25,8223,31_60D,92
3651,Dr. Kelly Walker,26-35,4249,31_60D,66
3655,Veronica Griffin,56+,18454,31_60D,82
3665,Alejandra Turner,46-55,8007,61_90D,97
3672,David Richardson,18-25,19711,31_60D,27
3674,Allison Juarez,18-25,5638,31_60D,36
3681,Daniel Howard,36-45,9319,31_60D,93
3686,April Vega,26-35,18794,61_90D,74
3689,Jesse Miller,18-25,517,0SANA,83
3692,Deborah Becker,18-25,8231,1_30D,80
3694,Jill Reese MD,26-35,16566,31_60D,93
3695,Timothy Gentry,18-25,15810,61_90D,81
3699,Christopher Buckley,18-25,10511,61_90D,32
3701,Emma Henderson,36-45,13847,31_60D,65
3707,Cindy Fisher,26-35,10021,31_60D,86
3708,James Mitchell,18-25,831,61_90D,58
3710,Tracy Melton,18-25,12677,0SANA,96
3721,Edward Reyes,46-55,14280,31_60D,71
3727,Albert Jackson,46-55,16162,61_90D,82
3729,Stephanie Conner,36-45,16796,31_60D,73
3738,Laura Zamora,18-25,9383,31_60D,24
3750,William Berry,18-25,8423,31_60D,8
3753,Angel Washington,18-25,16073,31_60D,5
3761,Mrs. Lisa Andrews,18-25,13017,0SANA,85
3769,Brittany Williams,18-25,1620,61_90D,12
3771,Margaret Chavez,36-45,17271,31_60D,78
3778,Kara Douglas,18-25,2411,31_60D,41
3783,Amy Lee DDS,18-25,10135,31_60D,84
3784,John Velez,26-35,955,31_60D,66
3787,Ashley Wright,26-35,9307,61_90D,67
3788,Kelly Davis,18-25,13559,0SANA,76
3792,Michelle Norman,26-35,8713,61_90D,80
3795,Bradley Meyer,18-25,2292,0SANA,81
3798,Brian Sanchez,56+,3891,31_60D,94
3806,Tamara Davis,18-25,3144,0SANA,63
3808,Janet Taylor,36-45,4103,31_60D,62
3816,Amanda Moore,46-55,701,61_90D,86
3822,Joshua Evans,18-25,4400,0SANA,77
3823,Mark Lewis,36-45,12955,61_90D,81
3824,Barbara Mitchell,18-25,18122,1_30D,71
3827,Christopher Reynolds,18-25,8679,0SANA,61
3830,Daniel Mosley,18-25,16572,0SANA,76
3843,Jack Garcia,46-55,16998,31_60D,84
3853,Kimberly Medina,36-45,8382,31_60D,91
3857,David Lawrence,18-25,6175,1_30D,64
3859,John Hernandez,18-25,19446,31_60D,28
3861,Jennifer Gregory,18-25,11749,0SANA,63
3863,Anne Hayes,46-55,4510,31_60D,82
3866,Lonnie Morse,18-25,9041,31_60D,58
3871,Luke Jordan,18-25,10444,0SANA,67
3875,Timothy Fischer,36-45,13106,31_60D,73
3886,Ann Hunt,18-25,3070,1_30D,94
3893,Molly Clark,18-25,15095,61_90D,11
3908,Allison Mccullough,36-45,12657,61_90D,67
3911,Jane Ortega,18-25,965,31_60D,3
3913,Lisa Le,26-35,4284,31_60D,78
3914,Joshua Smith,56+,17965,31_60D,69
3920,Jade Perez,56+,16885,31_60D,87
3922,Eric Pierce,46-55,4944,31_60D,67
3927,Brian Price,18-25,3247,61_90D,57
3931,Ricardo Ellis,18-25,1730,31_60D,75
3933,John Thomas,18-25,18965,31_60D,17
3934,Mrs. Brianna Dawson,18-25,8099,61_90D,41
3935,David Whitaker,46-55,2533,61_90D,97
3939,John Salazar,18-25,9628,31_60D,17
3942,John Snyder,18-25,1898,1_30D,62
3947,James Gray,36-45,3098,31_60D,74
3949,Sara Becker,26-35,12225,31_60D,67
3951,Kenneth Waters,18-25,3046,1_30D,89
3957,Bailey Moreno,26-35,11129,31_60D,85
3961,Andrew Williams,18-25,14010,61_90D,47
3967,Thomas Smith,56+,5541,31_60D,62
3971,Patricia Tran,18-25,18480,0SANA,92
3974,Joshua Wright,46-55,5167,61_90D,82
3977,Mark Moss,18-25,11284,31_60D,94
3978,Lucas Miller,18-25,4883,31_60D,24
3988,Isaac Johnson,26-35,16826,31_60D,94
3989,Betty Randall,18-25,15179,31_60D,-4
3990,Jacob Pearson,18-25,14343,31_60D,62
3992,Christopher Morgan,46-55,6520,31_60D,96
4004,Donald Brown,18-25,3151,0SANA,86
4009,Ian Rivera,36-45,11804,31_60D,72
4011,William Turner,18-25,17584,0SANA,91
4012,Mario Anderson,26-35,15988,31_60D,76
4015,Jasmine Butler,18-25,3831,0SANA,81
4020,Brian Trujillo,46-55,4786,31_60D,94
4023,Donna Smith,18-25,15360,61_90D,74
4029,Janet Burgess,56+,17506,31_60D,80
4030,Melissa Merritt,18-25,8149,61_90D,87
4032,Brian Thomas,36-45,11213,61_90D,81
4033,Michele Johnston,46-55,15921,31_60D,83
4034,Mr. Tommy Roberts,46-55,3117,61_90D,67
4039,Russell Graves,56+,18306,31_60D,63
4040,Elizabeth Foster,18-25,17337,61_90D,27
4043,Miguel Matthews,36-45,4318,31_60D,68
4044,Derrick Ward,26-35,19978,61_90D,65
4053,Shannon Willis,46-55,8416,31_60D,64
4054,Kyle Collier,36-45,18028,31_60D,87
4062,Kaylee Blanchard,26-35,18597,61_90D,84
4067,Amy Lucas MD,26-35,12150,61_90D,98
4068,Pamela King,46-55,12535,31_60D,79
4073,David Gomez,36-45,18362,61_90D,86
4079,Joseph Gutierrez MD,18-25,5408,61_90D,86
4084,Glenn Garrett,46-55,4757,61_90D,66
4096,Hannah Rose,46-55,6155,31_60D,82
4099,Allen Cook,18-25,7381,1_30D,79
4102,Alan Serrano,18-25,4426,0SANA,85
4108,Matthew Powell,18-25,4365,31_60D,98
4111,Edward Bond,56+,5377,61_90D,67
4113,Brenda Roberts,56+,12633,31_60D,78
4120,David Jones,18-25,16083,31_60D,19
4125,Donna Alvarez,18-25,6972,31_60D,41
4128,Patrick White,18-25,4568,0SANA,81
4131,Shane Smith,18-25,1031,0SANA,65
4143,Ian Lawson DDS,26-35,8523,61_90D,70
4146,William Williams,26-35,9850,61_90D,83
4150,Matthew Murray,18-25,16135,1_30D,98
4154,Tamara Robinson,56+,11446,31_60D,65
4162,Kathryn Melton,18-25,1648,0SANA,78
4166,Mandy Knight,18-25,10628,0SANA,98
4171,Dawn Armstrong,26-35,1453,31_60D,87
4179,Barbara Clark,46-55,7978,61_90D,91
4180,Amy Reyes,26-35,8126,31_60D,96
4187,Nicholas Schneider,36-45,15742,31_60D,90
4196,Sharon Hudson,18-25,901,1_30D,92
4198,Lisa Nelson,18-25,9176,0SANA,69
4204,Jordan Williams,18-25,9949,31_60D,25
4206,Patrick Vega,36-45,10221,61_90D,93
4217,Katherine Valenzuela,18-25,9844,31_60D,5
4232,Crystal Miller,18-25,17372,61_90D,41
4233,Marcus Acosta,46-55,11703,31_60D,81
4235,Annette Edwards,46-55,10482,31_60D,66
4241,Nathaniel Alvarez,46-55,2307,31_60D,76
4242,Kimberly Dunn,18-25,8566,31_60D,86
4244,Nicholas Kelley,18-25,15548,0SANA,95
4245,Justin Massey,18-25,18050,61_90D,6
4246,Timothy Collier,18-25,4493,0SANA,96
4248,Paul Johnson,18-25,17031,31_60D,0
4252,Sandra Adams,18-25,2028,0SANA,68
4253,Angela Owens,26-35,11143,61_90D,97
4262,Amy Miles,18-25,8688,31_60D,6
4265,Joseph Rojas,18-25,14418,61_90D,17
4268,Gregory Haney,46-55,2660,61_90D,89
4270,Susan Beltran,18-25,18196,31_60D,90
4271,Nicholas Reynolds,18-25,5899,0SANA,89
4276,Samuel Carter,26-35,5794,31_60D,65
4281,Jessica Wilson,18-25,10568,0SANA,90
4284,Madison Santana,26-35,19471,31_60D,94
4290,David Brooks,18-25,7496,31_60D,56
4297,Tyler Moreno,18-25,5648,0SANA,65
4313,Matthew Pittman,46-55,11305,61_90D,97
4317,Brianna Conley,56+,19418,31_60D,82
4323,Janet Cooper,56+,7659,31_60D,87
4325,Ashley Brown,26-35,19647,31_60D,84
4326,Kevin Anderson,18-25,9964,31_60D,62
4343,Gary Nichols,18-25,5868,1_30D,80
4344,Ashley Clark,36-45,17757,31_60D,70
4349,Jennifer Henderson,18-25,15803,61_90D,51
4353,Brooke Alvarez,26-35,16231,31_60D,99
4360,Jessica Mckay,36-45,2828,31_60D,94
4362,Tracie Roberts,18-25,19573,0SANA,86
4363,Samantha Smith,18-25,16961,31_60D,52
4366,Edwin White,18-25,2498,0SANA,93
4370,Robin Guerra,56+,15178,31_60D,77
4379,Mark Morton,18-25,4379,0SANA,91
4383,Christina Mills,18-25,14141,61_90D,42
4392,Drew Howell,36-45,11072,31_60D,80
4395,Ronald Zhang,36-45,8622,61_90D,97
4396,Keith Gibbs,26-35,11402,31_60D,90
4402,Michael Rodriguez DDS,56+,12478,31_60D,77
4404,Brandon Strickland,18-25,11363,0SANA,96
4409,Andrew Hawkins,18-25,13381,1_30D,76
4411,Michael Maldonado,46-55,1719,31_60D,66
4414,Catherine Kemp,18-25,4962,61_90D,30
4431,Keith James,18-25,2714,31_60D,28
4440,Laura Owens,18-25,19972,61_90D,28
4449,Todd Jordan,56+,17994,31_60D,84
4461,Michele Phillips,46-55,7741,31_60D,85
4472,Daniel Tyler,18-25,18920,31_60D,95
4478,Benjamin Miller,26-35,6950,61_90D,78
4483,Jacob Rivera,18-25,9019,0SANA,98
4486,Jonathan Moore,18-25,15020,0SANA,68
4489,Julia Carroll,46-55,3846,61_90D,83
4490,Jennifer Mills,46-55,8678,61_90D,61
4509,Matthew Lynch,46-55,7685,31_60D,63
4514,Corey Jordan,18-25,698,1_30D,70
4517,Nicole Berger,18-25,15709,61_90D,31
4522,Melissa Long,18-25,3670,31_60D,67
4547,Shawn Morrison,18-25,6826,31_60D,97
4551,Alex Snyder,18-25,13474,61_90D,65
4553,Nicholas Baker,18-25,1262,1_30D,89
4568,Mark Francis,46-55,12720,61_90D,68
4572,Mary Reyes,56+,3292,31_60D,76
4574,Julia Riley,18-25,17395,0SANA,77
4580,Walter Henderson,18-25,15493,1_30D,65
4584,Ashley Wang,18-25,3901,0SANA,89
4587,David Nelson,18-25,15451,31_60D,74
4590,Scott Henderson,36-45,3588,61_90D,80
4593,Jeanne Jones MD,18-25,7254,31_60D,65
4597,Amber Schultz,46-55,5782,31_60D,85
4598,David Johnson,18-25,758,31_60D,7
4600,Jackson Green,18-25,2119,31_60D,90
4603,Jennifer Olsen,36-45,4236,31_60D,87
4609,Kyle Frost,36-45,18124,31_60D,88
4610,Joshua Williams,56+,3673,31_60D,84
4612,Larry Hess,36-45,2937,61_90D,70
4617,Taylor Reid,46-55,16835,61_90D,91
4619,Mrs. Lisa Macdonald DVM,18-25,8189,61_90D,3
4629,Christopher Dodson,18-25,3629,0SANA,96
4631,Lauren King,18-25,12953,31_60D,63
4632,Scott Thomas,36-45,1939,31_60D,97
4634,Julie Stuart,36-45,11950,31_60D,98
4639,Jonathan Booker,56+,5337,31_60D,90
4650,Jacqueline Wilcox,36-45,15936,31_60D,66
4654,Rachel Wallace,18-25,12355,31_60D,20
4660,Geoffrey Baker,18-25,17936,0SANA,68
4661,Paul Robinson,18-25,3309,31_60D,-3
4664,Mark Thomas,18-25,12048,31_60D,86
4665,Stephanie Davis,46-55,1951,31_60D,93
4666,Dominic Jefferson,18-25,9898,61_90D,79
4674,Linda Murray,26-35,13721,31_60D,69
4678,Gina Leach,46-55,10790,31_60D,92
4680,Maureen Griffith,56+,17068,61_90D,84
4685,Emily Webb,18-25,6255,0SANA,95
4696,David Williams,18-25,4894,0SANA,89
4697,Kristin Doyle,46-55,943,31_60D,63
4698,Rhonda Robbins,46-55,11573,31_60D,88
4699,Matthew Stephens,18-25,5184,1_30D,89
4700,Leah Adams,18-25,8245,61_90D,66
4701,Crystal Anthony,56+,6124,31_60D,70
4711,Amanda Brown,18-25,17342,0SANA,99
4717,Eric Ford,18-25,6884,31_60D,62
4718,Kenneth Turner,18-25,13420,0SANA,66
4719,Margaret Hart,36-45,2310,31_60D,91
4727,Teresa Perez,18-25,17294,0SANA,68
4728,Karen Meyers,18-25,18005,1_30D,61
4729,Ruben Houston,18-25,5471,0SANA,61
4735,Tiffany Gallagher,18-25,2718,61_90D,66
4762,Melissa Williams,18-25,11918,0SANA,74
4765,Rhonda Fields,18-25,1606,31_60D,19
4766,Ruben Ball,18-25,3275,61_90D,-4
4772,Dawn Jones,26-35,11238,61_90D,79
4779,Daniel Howard,46-55,19202,31_60D,64
4784,Anthony Bryant,18-25,19077,0SANA,92
4790,Shawn Brown,18-25,4749,61_90D,58
4800,Alicia Crosby,18-25,11233,0SANA,65
4806,Donald Ford,18-25,10194,1_30D,90
4814,Daniel Cameron,26-35,9426,61_90D,82
4816,Teresa Hunt,18-25,12486,31_60D,54
4817,Megan Walker,56+,11948,31_60D,89
4823,Nicole Skinner,26-35,2028,61_90D,71
4825,Ashley Hopkins,18-25,19831,0SANA,87
4827,Vanessa Campos,18-25,1555,61_90D,1
4829,Charles Hughes,56+,7928,61_90D,89
4836,Derrick Hall,36-45,2859,61_90D,97
4841,Brandon Figueroa,18-25,11589,1_30D,87
4844,Deborah Ross,26-35,16299,61_90D,99
4846,Kelly Roberts,18-25,12103,0SANA,74
4851,Victoria Williams,36-45,8122,31_60D,61
4854,Karen Webster,18-25,15080,31_60D,71
4855,Alyssa Nunez,46-55,5575,31_60D,64
4856,Jennifer Benitez,56+,1171,31_60D,85
4858,Brian Harmon,46-55,13180,31_60D,70
4860,Daniel Williams,18-25,11968,0SANA,80
4862,Charles Hayes,18-25,1000,0SANA,64
4866,Felicia Dodson,18-25,5301,61_90D,4
4871,Courtney Hunter,18-25,4323,31_60D,62
4875,Lauren Johnson,18-25,18230,61_90D,38
4876,Robert Nixon,36-45,12798,31_60D,71
4877,Christopher Sloan,36-45,5069,31_60D,75
4878,Debra Lane,56+,10242,31_60D,95
4879,Lauren Caldwell,46-55,5841,31_60D,61
4880,Bradley Sanchez,26-35,3089,31_60D,72
4884,Alec Alexander,46-55,12924,31_60D,86
4886,Micheal Hill,26-35,3098,31_60D,65
4888,Jeffery Holmes,18-25,8550,31_60D,65
4890,Mrs. Susan Ryan,36-45,16450,31_60D,68
4894,William Vargas PhD,18-25,3947,0SANA,69
4897,Robert Charles,18-25,8953,0SANA,82
4913,Timothy Galloway,18-25,3582,0SANA,99
4919,Phillip Murray,18-25,10315,61_90D,89
4921,Megan Hudson,18-25,7590,0SANA,89
4923,Michael Villegas,46-55,8075,31_60D,99
4927,Colleen Gonzalez,18-25,19650,61_90D,74
4937,Nicole Hicks,56+,8048,31_60D,84
4942,Derek Morris,18-25,14670,31_60D,51
4948,Joseph Brown,18-25,15970,31_60D,24
4956,Max Dominguez,18-25,19937,61_90D,-1
4960,Joseph Aguirre,36-45,10375,31_60D,85
4967,Michael Waters,56+,906,31_60D,98
4969,Stephanie Baker,26-35,5481,31_60D,82
4970,Deborah Herrera,18-25,17004,31_60D,81
4971,April Estrada,18-25,9106,61_90D,48
4972,Natalie Rivera,18-25,4965,31_60D,92
4976,Diana Scott,18-25,9397,61_90D,21
4977,Kathy Miller,18-25,18849,1_30D,66
4979,Erin Compton,18-25,10226,61_90D,81
4990,Kristin Owens,36-45,5154,31_60D,74
4992,Megan Richardson,18-25,7520,0SANA,93
